,Unnamed: 0,Table_A,Column_A,Table_B,Column_B,label,result
67,67,StockItemStockGroups,LastEditedBy,StockItems,StockItemID,0,0
68,68,StockItems,OuterPackageID,Cities,CityID,0,0
69,69,Colors_Archive,LastEditedBy,SupplierCategories,SupplierCategoryID,0,0
70,70,OrderLines,LastEditedBy,People,PersonID,1,1
71,71,StockItemStockGroups,StockItemID,Invoices,OrderID,0,0
72,72,Suppliers_Archive,AlternateContactPersonID,Invoices,InvoiceID,0,0
73,73,StateProvinces,LastEditedBy,People,PersonID,1,1
74,74,PurchaseOrders,ContactPersonID,People,PersonID,1,1
75,75,StockItems_Archive,LeadTimeDays,StockItems,StockItemID,0,0
76,76,StockItems,SupplierID,Suppliers,SupplierID,1,1
77,77,StockItems,OuterPackageID,PackageTypes,PackageTypeID,1,1
78,78,StockItems_Archive,UnitPackageID,Suppliers,SupplierID,0,0
79,79,OrderLines,PackageTypeID,StockGroups,StockGroupID,0,0
80,80,SupplierTransactions,TransactionTypeID,Orders,OrderID,0,0
81,81,People,LastEditedBy,CustomerCategories_Archive,LastEditedBy,0,0
82,82,OrderLines,PackageTypeID,PackageTypes,PackageTypeID,1,1
83,83,Countries_Archive,IsoNumericCode,Orders,OrderID,0,0
84,84,BuyingGroups,BuyingGroupID,SpecialDeals,BuyingGroupID,0,1
85,85,SpecialDeals,BuyingGroupID,BuyingGroups,BuyingGroupID,1,1
86,86,StockItems,LastEditedBy,CustomerCategories_Archive,LastEditedBy,0,0
87,87,Customers,PrimaryContactPersonID,People,PersonID,1,1
88,88,StockItems,OuterPackageID,PurchaseOrderLines,PurchaseOrderLineID,0,0
89,89,SystemParameters,PostalCityID,Cities,CityID,1,1
90,90,SupplierTransactions,PaymentMethodID,PaymentMethods,PaymentMethodID,1,0
91,91,PaymentMethods_Archive,LastEditedBy,CustomerCategories_Archive,LastEditedBy,0,0
92,92,InvoiceLines,PackageTypeID,PackageTypes,PackageTypeID,1,1
93,93,Suppliers,DeliveryMethodID,DeliveryMethods,DeliveryMethodID,1,1
94,94,SupplierCategories_Archive,LastEditedBy,StockGroups_Archive,LastEditedBy,0,0
95,95,DeliveryMethods_Archive,LastEditedBy,SystemParameters,SystemParameterID,0,0
96,96,Orders,LastEditedBy,People,PersonID,1,1
97,97,Suppliers,DeliveryCityID,Cities,CityID,1,1
98,98,StockItems,StockItemID,StockItemStockGroups,StockItemStockGroupID,0,0
99,99,CustomerTransactions,LastEditedBy,People,PersonID,1,1
100,100,CustomerTransactions,CustomerID,Customers,CustomerID,1,1
101,101,SupplierCategories,LastEditedBy,People,PersonID,1,1
102,102,StockItemHoldings,LastEditedBy,People,PersonID,1,1
103,103,Suppliers_Archive,DeliveryMethodID,PurchaseOrders,PurchaseOrderID,0,0
104,104,Invoices,BillToCustomerID,Customers,CustomerID,1,1
105,105,Customers,PostalCityID,Cities,CityID,1,1
106,106,CustomerCategories,LastEditedBy,PurchaseOrderLines,PurchaseOrderLineID,0,0
107,107,StockItemStockGroups,StockGroupID,Orders,OrderID,0,0
108,108,StockItems,UnitPackageID,PackageTypes,PackageTypeID,1,1
109,109,SupplierCategories,LastEditedBy,OrderLines,OrderLineID,0,0
110,110,Cities_Archive,LastEditedBy,PurchaseOrders,PurchaseOrderID,0,0
111,111,SystemParameters,LastEditedBy,SystemParameters,SystemParameterID,0,0
112,112,Suppliers,PrimaryContactPersonID,People,PersonID,1,1
113,113,StateProvinces,CountryID,Countries,CountryID,1,1
114,114,StockGroups,LastEditedBy,People,PersonID,1,1
115,115,StockItemTransactions,TransactionTypeID,TransactionTypes,TransactionTypeID,1,1
116,116,Suppliers,LastEditedBy,Invoices,OrderID,0,0
117,117,BuyingGroups,BuyingGroupID,People,PersonID,0,0
118,118,Invoices,ContactPersonID,People,PersonID,1,1
119,119,Customers_Archive,PaymentDays,TransactionTypes,TransactionTypeID,0,0
120,120,Customers,PrimaryContactPersonID,Invoices,InvoiceID,0,0
121,121,StockGroups_Archive,ValidFrom,SystemParameters,LastEditedWhen,0,0
122,122,SystemParameters,SystemParameterID,Orders,OrderID,0,0
123,123,PurchaseOrders,LastEditedBy,People,PersonID,1,1
124,124,PackageTypes,LastEditedBy,People,PersonID,1,1
125,125,CustomerTransactions,TransactionTypeID,Customers,CustomerID,0,0
126,126,SupplierCategories_Archive,LastEditedBy,Colors_Archive,LastEditedBy,0,0
127,127,Customers,AlternateContactPersonID,People,PersonID,1,1
128,128,PurchaseOrderLines,Description,StockItems,StockItemName,0,0
129,129,Customers,DeliveryMethodID,DeliveryMethods,DeliveryMethodID,1,1
130,130,SpecialDeals,LastEditedBy,People,PersonID,1,1
131,131,OrderLines,OrderID,Orders,OrderID,1,1
132,132,Invoices,OrderID,Orders,OrderID,1,1
133,133,PackageTypes,LastEditedBy,TransactionTypes,TransactionTypeID,0,0
134,134,SupplierTransactions,TransactionTypeID,TransactionTypes,TransactionTypeID,1,1
135,135,TransactionTypes,LastEditedBy,People,PersonID,1,1
136,136,CustomerCategories_Archive,LastEditedBy,Customers,CustomerID,0,0
137,137,StockItems_Archive,LastEditedBy,StockItemHoldings,StockItemID,0,0
138,138,Countries,LastEditedBy,People,PersonID,1,1
139,139,OrderLines,StockItemID,StockItems,StockItemID,1,1
140,140,Invoices,PackedByPersonID,People,PersonID,1,1
141,141,SupplierTransactions,LastEditedBy,People,PersonID,1,1
142,142,StockItems,OuterPackageID,PurchaseOrders,PurchaseOrderID,0,0
143,143,CustomerTransactions,TransactionTypeID,Suppliers_Archive,SupplierID,0,0
144,144,StockItemTransactions,CustomerID,Customers,CustomerID,1,1
145,145,CustomerCategories,LastEditedBy,People,PersonID,1,1
146,146,PaymentMethods_Archive,LastEditedBy,SpecialDeals,BuyingGroupID,0,0
147,147,Suppliers_Archive,PrimaryContactPersonID,Suppliers,PrimaryContactPersonID,0,1
148,148,Customers_Archive,CustomerCategoryID,PurchaseOrders,PurchaseOrderID,0,0
149,149,SpecialDeals,LastEditedBy,StockItemHoldings,StockItemID,0,0
150,150,Invoices,LastEditedBy,People,PersonID,1,1
151,151,PurchaseOrderLines,PurchaseOrderID,PurchaseOrders,PurchaseOrderID,1,1
152,152,Customers_Archive,DeliveryRun,TransactionTypes,TransactionTypeName,0,0
153,153,Orders,ContactPersonID,People,PersonID,1,1
154,154,SupplierTransactions,TransactionTypeID,Customers,CustomerID,0,0
155,155,SupplierTransactions,SupplierID,Suppliers,SupplierID,1,0
156,156,StockItemTransactions,LastEditedBy,People,PersonID,1,1
157,157,SpecialDeals,StockGroupID,StockGroups,StockGroupID,1,1
158,158,StockItems,LastEditedBy,People,PersonID,1,1
159,159,PurchaseOrderLines,PackageTypeID,PackageTypes,PackageTypeID,1,1
160,160,TransactionTypes,LastEditedBy,DeliveryMethods,DeliveryMethodID,0,0
161,161,StockItems,OuterPackageID,Customers,CustomerID,0,0
162,162,SystemParameters,DeliveryCityID,Cities,CityID,1,1
163,163,TransactionTypes,TransactionTypeID,OrderLines,OrderLineID,0,0
164,164,Suppliers,LastEditedBy,StockItemTransactions,StockItemTransactionID,0,0
165,165,CustomerTransactions,PaymentMethodID,PaymentMethods,PaymentMethodID,1,1
166,166,Cities,StateProvinceID,StateProvinces,StateProvinceID,1,1
167,167,Customers_Archive,DeliveryRun,SupplierCategories,SupplierCategoryName,0,0
168,168,Suppliers,PrimaryContactPersonID,Invoices,OrderID,0,0
169,169,Suppliers_Archive,PostalAddressLine2,Suppliers,PostalAddressLine2,0,0
170,170,Suppliers_Archive,LastEditedBy,TransactionTypes,TransactionTypeID,0,0
171,171,Colors_Archive,LastEditedBy,People,PersonID,0,1
172,172,Suppliers,SupplierCategoryID,DeliveryMethods,DeliveryMethodID,0,0
173,173,StockItemTransactions,SupplierID,Suppliers,SupplierID,1,1
174,174,PurchaseOrders,DeliveryMethodID,DeliveryMethods,DeliveryMethodID,1,0
175,175,Customers,DeliveryRun,TransactionTypes,TransactionTypeName,0,0
176,176,Customers,LastEditedBy,InvoiceLines,InvoiceLineID,0,0
177,177,Orders,PickedByPersonID,People,PersonID,1,1
178,178,SystemParameters,LastEditedBy,People,PersonID,1,1
179,179,VehicleTemperatures,ChillerSensorNumber,StateProvinces,StateProvinceID,0,0
180,180,Cities,LastEditedBy,People,PersonID,1,1
181,181,StockItems,OuterPackageID,StockItems,StockItemID,0,0
182,182,Customers_Archive,RunPosition,Customers,DeliveryAddressLine2,0,0
183,183,StockItems,LastEditedBy,SystemParameters,SystemParameterID,0,0
