database,table,column,position,data_type,avg_length,cardinality,is_id/key_suffix,table_rows,is_nullable,is_all_null
adventure_work_2019,humanresources_employee,HireDate,10,date,10.0,164,No,290,No,No
adventure_work_2019,humanresources_employee,SalariedFlag,11,tinyint,1.0,2,No,290,No,No
adventure_work_2019,humanresources_employee,VacationHours,12,smallint,1.9,100,No,290,No,No
adventure_work_2019,humanresources_employee,SickLeaveHours,13,smallint,2.0,51,No,290,No,No
adventure_work_2019,humanresources_employee,CurrentFlag,14,tinyint,1.0,1,No,290,No,No
adventure_work_2019,humanresources_employee,rowguid,15,varchar,36.0,290,Yes,290,No,No
adventure_work_2019,humanresources_employee,ModifiedDate,16,timestamp,19.0,2,No,290,No,No
adventure_work_2019,humanresources_employeedepartmenthistory,BusinessEntityID,1,int,2.63,290,Yes,296,No,No
adventure_work_2019,humanresources_employeedepartmenthistory,DepartmentID,2,smallint,1.16,16,Yes,296,No,No
adventure_work_2019,humanresources_employeedepartmenthistory,ShiftID,3,tinyint,1.0,3,Yes,296,No,No
adventure_work_2019,humanresources_employeedepartmenthistory,StartDate,4,date,10.0,170,No,296,No,No
adventure_work_2019,humanresources_employeedepartmenthistory,EndDate,5,date,10.0,6,No,296,Yes,No
adventure_work_2019,humanresources_employeedepartmenthistory,ModifiedDate,6,timestamp,19.0,172,No,296,No,No
adventure_work_2019,humanresources_employeepayhistory,BusinessEntityID,1,int,2.64,290,Yes,316,No,No
adventure_work_2019,humanresources_employeepayhistory,RateChangeDate,2,datetime,26.0,177,No,316,No,No
adventure_work_2019,humanresources_employeepayhistory,Rate,3,decimal,6.83,66,No,316,No,No
adventure_work_2019,humanresources_employeepayhistory,PayFrequency,4,tinyint,1.0,2,No,316,No,No
adventure_work_2019,humanresources_employeepayhistory,ModifiedDate,5,timestamp,19.0,26,No,316,No,No
adventure_work_2019,humanresources_jobcandidate,JobCandidateID,1,int,1.31,13,Yes,13,No,No
adventure_work_2019,humanresources_jobcandidate,BusinessEntityID,2,int,3.0,2,Yes,13,Yes,No
adventure_work_2019,humanresources_jobcandidate,Resume,3,text,0.0,0,No,13,Yes,Yes
adventure_work_2019,humanresources_jobcandidate,ModifiedDate,4,timestamp,19.0,2,No,13,No,No
adventure_work_2019,humanresources_shift,ShiftID,1,tinyint,1.0,3,Yes,3,No,No
adventure_work_2019,humanresources_shift,Name,2,varchar,5.0,3,No,3,No,No
adventure_work_2019,humanresources_shift,StartTime,3,time,15.0,3,No,3,No,No
adventure_work_2019,humanresources_shift,EndTime,4,time,15.0,3,No,3,No,No
adventure_work_2019,humanresources_shift,ModifiedDate,5,timestamp,19.0,1,No,3,No,No
adventure_work_2019,person_address,AddressID,1,int,4.89,19614,Yes,19614,No,No
adventure_work_2019,person_address,AddressLine1,2,varchar,17.51,13567,No,19614,No,No
adventure_work_2019,person_address,AddressLine2,3,varchar,7.96,195,No,19614,Yes,No
adventure_work_2019,person_address,City,4,varchar,8.79,575,No,19614,No,No
adventure_work_2019,person_address,StateProvinceID,5,int,1.77,74,Yes,19614,No,No
adventure_work_2019,person_address,PostalCode,6,varchar,4.92,661,No,19614,No,No
adventure_work_2019,person_address,SpatialLocation,7,geometry,25.0,17878,No,19614,Yes,No
adventure_work_2019,person_address,rowguid,8,varchar,36.0,19614,Yes,19614,No,No
adventure_work_2019,person_address,ModifiedDate,9,timestamp,19.0,1280,No,19614,No,No
adventure_work_2019,person_addresstype,AddressTypeID,1,int,1.0,6,Yes,6,No,No
adventure_work_2019,person_addresstype,Name,2,varchar,7.33,6,No,6,No,No
adventure_work_2019,person_addresstype,rowguid,3,varchar,36.0,6,Yes,6,No,No
adventure_work_2019,person_addresstype,ModifiedDate,4,timestamp,19.0,1,No,6,No,No
adventure_work_2019,person_businessentity,BusinessEntityID,1,int,4.47,20777,Yes,20777,No,No
adventure_work_2019,person_businessentity,rowguid,2,varchar,36.0,20777,Yes,20777,No,No
adventure_work_2019,person_businessentity,ModifiedDate,3,timestamp,19.0,1571,No,20777,No,No
adventure_work_2019,person_businessentityaddress,BusinessEntityID,1,int,4.51,19579,Yes,19614,No,No
adventure_work_2019,person_businessentityaddress,AddressID,2,int,4.89,19614,Yes,19614,No,No
adventure_work_2019,person_businessentityaddress,AddressTypeID,3,int,1.0,3,Yes,19614,No,No
adventure_work_2019,person_businessentityaddress,rowguid,4,varchar,36.0,19614,Yes,19614,No,No
adventure_work_2019,person_businessentityaddress,ModifiedDate,5,timestamp,19.0,1127,No,19614,No,No
adventure_work_2019,person_businessentitycontact,BusinessEntityID,1,int,3.59,805,Yes,909,No,No
adventure_work_2019,person_businessentitycontact,PersonID,2,int,3.61,909,Yes,909,No,No
adventure_work_2019,person_businessentitycontact,ContactTypeID,3,int,1.98,7,Yes,909,No,No
adventure_work_2019,person_businessentitycontact,rowguid,4,varchar,36.0,909,Yes,909,No,No
adventure_work_2019,person_businessentitycontact,ModifiedDate,5,timestamp,19.0,61,No,909,No,No
adventure_work_2019,person_contacttype,ContactTypeID,1,int,1.55,20,Yes,20,No,No
adventure_work_2019,person_contacttype,Name,2,varchar,19.75,20,No,20,No,No
adventure_work_2019,person_contacttype,ModifiedDate,3,timestamp,19.0,1,No,20,No,No
adventure_work_2019,person_countryregion,CountryRegionCode,1,varchar,2.0,238,No,238,No,No
adventure_work_2019,person_countryregion,Name,2,varchar,10.08,238,No,238,No,No
adventure_work_2019,person_countryregion,ModifiedDate,3,timestamp,19.0,1,No,238,No,No
adventure_work_2019,person_emailaddress,BusinessEntityID,1,int,4.5,19972,Yes,19972,No,No
adventure_work_2019,person_emailaddress,EmailAddressID,2,int,4.44,19972,Yes,19972,No,No
adventure_work_2019,person_emailaddress,EmailAddress,3,varchar,27.58,19972,No,19972,Yes,No
adventure_work_2019,person_emailaddress,rowguid,4,varchar,36.0,19972,Yes,19972,No,No
adventure_work_2019,person_emailaddress,ModifiedDate,5,timestamp,19.0,1281,No,19972,No,No
adventure_work_2019,person_password,BusinessEntityID,1,int,4.5,19972,Yes,19972,No,No
adventure_work_2019,person_password,PasswordHash,2,varchar,44.0,19972,No,19972,No,No
adventure_work_2019,person_password,PasswordSalt,3,varchar,8.0,19972,No,19972,No,No
adventure_work_2019,person_password,rowguid,4,varchar,36.0,19972,Yes,19972,No,No
adventure_work_2019,person_password,ModifiedDate,5,timestamp,19.0,1281,No,19972,No,No
adventure_work_2019,person_person,BusinessEntityID,1,int,4.5,19972,Yes,19972,No,No
adventure_work_2019,person_person,PersonType,2,char,2.0,6,No,19972,No,No
adventure_work_2019,person_person,NameStyle,3,tinyint,1.0,1,No,19972,No,No
adventure_work_2019,person_person,Title,4,varchar,3.0,6,No,19972,Yes,No
adventure_work_2019,person_person,FirstName,5,varchar,5.91,1010,No,19972,No,No
adventure_work_2019,person_person,MiddleName,6,varchar,1.06,70,No,19972,Yes,No
adventure_work_2019,person_person,LastName,7,varchar,5.61,1202,No,19972,No,No
adventure_work_2019,person_person,Suffix,8,varchar,2.83,6,No,19972,Yes,No
adventure_work_2019,person_person,EmailPromotion,9,int,1.0,3,No,19972,No,No
adventure_work_2019,person_person,AdditionalContactInfo,10,text,927.8,10,No,19972,Yes,No
adventure_work_2019,person_person,Demographics,11,text,571.55,19114,No,19972,Yes,No
adventure_work_2019,person_person,rowguid,12,varchar,36.0,19972,Yes,19972,No,No
adventure_work_2019,person_person,ModifiedDate,13,timestamp,19.0,1281,No,19972,No,No
adventure_work_2019,person_personphone,BusinessEntityID,1,int,4.5,19972,Yes,19972,No,No
adventure_work_2019,person_personphone,PhoneNumber,2,varchar,15.22,9938,No,19972,No,No
adventure_work_2019,person_personphone,PhoneNumberTypeID,3,int,1.0,3,Yes,19972,No,No
adventure_work_2019,person_personphone,ModifiedDate,4,timestamp,19.0,1281,No,19972,No,No
adventure_work_2019,person_phonenumbertype,PhoneNumberTypeID,1,int,1.0,3,Yes,3,No,No
adventure_work_2019,person_phonenumbertype,Name,2,varchar,4.0,3,No,3,No,No
adventure_work_2019,person_phonenumbertype,ModifiedDate,3,timestamp,19.0,1,No,3,No,No
adventure_work_2019,person_stateprovince,StateProvinceID,1,int,2.4,181,Yes,181,No,No
adventure_work_2019,person_stateprovince,StateProvinceCode,2,char,2.03,181,No,181,No,No
adventure_work_2019,person_stateprovince,CountryRegionCode,3,varchar,2.0,12,No,181,No,No
adventure_work_2019,person_stateprovince,IsOnlyStateProvinceFlag,4,tinyint,1.0,2,No,181,No,No
adventure_work_2019,person_stateprovince,Name,5,varchar,9.56,181,No,181,No,No
adventure_work_2019,person_stateprovince,TerritoryID,6,int,1.01,10,Yes,181,No,No
adventure_work_2019,person_stateprovince,rowguid,7,varchar,36.0,181,Yes,181,No,No
adventure_work_2019,person_stateprovince,ModifiedDate,8,timestamp,19.0,2,No,181,No,No
adventure_work_2019,production_billofmaterials,BillOfMaterialsID,1,int,3.65,2679,Yes,2679,No,No
adventure_work_2019,production_billofmaterials,ProductAssemblyID,2,int,3.0,238,Yes,2679,Yes,No
adventure_work_2019,production_billofmaterials,ComponentID,3,int,2.99,325,Yes,2679,No,No
adventure_work_2019,production_billofmaterials,StartDate,4,timestamp,19.0,19,No,2679,No,No
adventure_work_2019,production_billofmaterials,EndDate,5,datetime,26.0,8,No,2679,Yes,No
adventure_work_2019,production_billofmaterials,UnitMeasureCode,6,char,2.0,3,No,2679,No,No
adventure_work_2019,production_billofmaterials,BOMLevel,7,smallint,1.0,5,No,2679,No,No
adventure_work_2019,production_billofmaterials,PerAssemblyQty,8,decimal,4.02,12,No,2679,No,No
adventure_work_2019,production_billofmaterials,ModifiedDate,9,timestamp,19.0,27,No,2679,No,No
adventure_work_2019,production_culture,CultureID,1,char,2.25,8,Yes,8,No,No
adventure_work_2019,production_culture,Name,2,varchar,10.13,8,No,8,No,No
adventure_work_2019,production_culture,ModifiedDate,3,timestamp,19.0,1,No,8,No,No
adventure_work_2019,production_document,DocumentNode,1,varchar,4.23,13,No,13,No,No
adventure_work_2019,production_document,DocumentLevel,2,smallint,1.0,3,No,13,Yes,No
adventure_work_2019,production_document,Title,3,varchar,21.15,13,No,13,No,No
adventure_work_2019,production_document,Owner,4,int,3.0,3,No,13,No,No
adventure_work_2019,production_document,FolderFlag,5,tinyint,1.0,2,No,13,No,No
adventure_work_2019,production_document,FileName,6,varchar,23.92,13,No,13,No,No
adventure_work_2019,production_document,FileExtension,7,varchar,2.77,2,No,13,No,No
adventure_work_2019,production_document,Revision,8,char,1.0,6,No,13,No,No
adventure_work_2019,production_document,ChangeNumber,9,int,1.62,9,No,13,No,No
adventure_work_2019,production_document,Status,10,tinyint,1.0,3,No,13,No,No
adventure_work_2019,production_document,DocumentSummary,11,longtext,288.4,5,No,13,Yes,No
adventure_work_2019,production_document,Document,12,longblob,0.0,9,No,13,Yes,No
adventure_work_2019,production_document,rowguid,13,varchar,36.0,13,Yes,13,No,No
adventure_work_2019,production_document,ModifiedDate,14,timestamp,19.0,6,No,13,No,No
adventure_work_2019,production_illustration,IllustrationID,1,int,1.0,5,Yes,5,No,No
adventure_work_2019,production_illustration,Diagram,2,text,24053.4,5,No,5,Yes,No
adventure_work_2019,production_illustration,ModifiedDate,3,timestamp,19.0,1,No,5,No,No
adventure_work_2019,production_location,LocationID,1,smallint,1.5,14,Yes,14,No,No
adventure_work_2019,production_location,Name,2,varchar,13.86,14,No,14,No,No
adventure_work_2019,production_location,CostRate,3,decimal,6.5,7,No,14,No,No
adventure_work_2019,production_location,Availability,4,decimal,4.86,5,No,14,No,No
adventure_work_2019,production_location,ModifiedDate,5,timestamp,19.0,1,No,14,No,No
adventure_work_2019,production_product,ProductID,1,int,2.98,504,Yes,504,No,No
adventure_work_2019,production_product,Name,2,varchar,18.41,504,No,504,No,No
adventure_work_2019,production_product,ProductNumber,3,varchar,8.2,504,No,504,No,No
adventure_work_2019,production_product,MakeFlag,4,tinyint,1.0,2,No,504,No,No
adventure_work_2019,production_product,FinishedGoodsFlag,5,tinyint,1.0,2,No,504,No,No
adventure_work_2019,production_product,Color,6,varchar,5.1,9,No,504,Yes,No
adventure_work_2019,production_product,SafetyStockLevel,7,smallint,3.09,6,No,504,No,No
adventure_work_2019,production_product,ReorderPoint,8,smallint,2.58,6,No,504,No,No
adventure_work_2019,production_product,StandardCost,9,decimal,7.02,114,No,504,No,No
adventure_work_2019,production_product,ListPrice,10,decimal,7.17,103,No,504,No,No
adventure_work_2019,production_product,Size,11,varchar,1.85,18,No,504,Yes,No
adventure_work_2019,production_product,SizeUnitMeasureCode,12,char,2.0,1,No,504,Yes,No
adventure_work_2019,production_product,WeightUnitMeasureCode,13,char,1.86,2,No,504,Yes,No
adventure_work_2019,production_product,Weight,14,decimal,4.76,127,No,504,Yes,No
adventure_work_2019,production_product,DaysToManufacture,15,int,1.0,4,No,504,No,No
adventure_work_2019,production_product,ProductLine,16,char,1.0,4,No,504,Yes,No
adventure_work_2019,production_product,Class,17,char,1.0,3,No,504,Yes,No
adventure_work_2019,production_product,Style,18,char,1.0,3,No,504,Yes,No
adventure_work_2019,production_product,ProductSubcategoryID,19,int,1.61,37,Yes,504,Yes,No
adventure_work_2019,production_product,ProductModelID,20,int,1.89,119,Yes,504,Yes,No
adventure_work_2019,production_product,SellStartDate,21,datetime,26.0,4,No,504,No,No
adventure_work_2019,production_product,SellEndDate,22,datetime,26.0,2,No,504,Yes,No
adventure_work_2019,production_product,DiscontinuedDate,23,datetime,0.0,0,No,504,Yes,Yes
adventure_work_2019,production_product,rowguid,24,varchar,36.0,504,Yes,504,No,No
adventure_work_2019,production_product,ModifiedDate,25,timestamp,19.0,2,No,504,No,No
adventure_work_2019,production_productcategory,ProductCategoryID,1,int,1.0,4,Yes,4,No,No
adventure_work_2019,production_productcategory,Name,2,varchar,8.5,4,No,4,No,No
adventure_work_2019,production_productcategory,rowguid,3,varchar,36.0,4,Yes,4,No,No
adventure_work_2019,production_productcategory,ModifiedDate,4,timestamp,19.0,1,No,4,No,No
adventure_work_2019,production_productcosthistory,ProductID,1,int,3.0,293,Yes,395,No,No
adventure_work_2019,production_productcosthistory,StartDate,2,datetime,26.0,3,No,395,No,No
adventure_work_2019,production_productcosthistory,EndDate,3,datetime,26.0,2,No,395,Yes,No
adventure_work_2019,production_productcosthistory,StandardCost,4,decimal,7.72,134,No,395,No,No
adventure_work_2019,production_productcosthistory,ModifiedDate,5,timestamp,19.0,3,No,395,No,No
adventure_work_2019,production_productdescription,ProductDescriptionID,1,int,3.87,762,Yes,762,No,No
adventure_work_2019,production_productdescription,Description,2,varchar,120.59,733,No,762,No,No
adventure_work_2019,production_productdescription,rowguid,3,varchar,36.0,762,Yes,762,No,No
adventure_work_2019,production_productdescription,ModifiedDate,4,timestamp,19.0,2,No,762,No,No
adventure_work_2019,production_productdocument,ProductID,1,int,3.0,31,Yes,32,No,No
adventure_work_2019,production_productdocument,DocumentNode,2,varchar,5.0,6,No,32,No,No
adventure_work_2019,production_productdocument,ModifiedDate,3,timestamp,19.0,1,No,32,No,No
adventure_work_2019,production_productinventory,ProductID,1,int,2.98,432,Yes,1069,No,No
adventure_work_2019,production_productinventory,LocationID,2,smallint,1.45,14,Yes,1069,No,No
adventure_work_2019,production_productinventory,Shelf,3,varchar,1.54,21,No,1069,No,No
adventure_work_2019,production_productinventory,Bin,4,tinyint,1.34,62,No,1069,No,No
adventure_work_2019,production_productinventory,Quantity,5,smallint,2.83,343,No,1069,No,No
adventure_work_2019,production_productinventory,rowguid,6,varchar,36.0,1069,Yes,1069,No,No
adventure_work_2019,production_productinventory,ModifiedDate,7,timestamp,19.0,24,No,1069,No,No
adventure_work_2019,production_productlistpricehistory,ProductID,1,int,3.0,293,Yes,395,No,No
adventure_work_2019,production_productlistpricehistory,StartDate,2,datetime,26.0,3,No,395,No,No
adventure_work_2019,production_productlistpricehistory,EndDate,3,datetime,26.0,2,No,395,Yes,No
adventure_work_2019,production_productlistpricehistory,ListPrice,4,decimal,7.99,120,No,395,No,No
adventure_work_2019,production_productlistpricehistory,ModifiedDate,5,timestamp,19.0,3,No,395,No,No
adventure_work_2019,production_productmodel,ProductModelID,1,int,2.16,128,Yes,128,No,No
adventure_work_2019,production_productmodel,Name,2,varchar,15.91,128,No,128,No,No
adventure_work_2019,production_productmodel,CatalogDescription,3,text,2341.5,6,No,128,Yes,No
adventure_work_2019,production_productmodel,Instructions,4,text,3110.22,9,No,128,Yes,No
adventure_work_2019,production_productmodel,rowguid,5,varchar,36.0,128,Yes,128,No,No
adventure_work_2019,production_productmodel,ModifiedDate,6,timestamp,19.0,6,No,128,No,No
adventure_work_2019,production_productmodelillustration,ProductModelID,1,int,1.86,5,Yes,7,No,No
adventure_work_2019,production_productmodelillustration,IllustrationID,2,int,1.0,4,Yes,7,No,No
adventure_work_2019,production_productmodelillustration,ModifiedDate,3,timestamp,19.0,1,No,7,No,No
adventure_work_2019,production_productmodelproductdescriptionculture,ProductModelID,1,int,2.15,127,Yes,762,No,No
adventure_work_2019,production_productmodelproductdescriptionculture,ProductDescriptionID,2,int,3.87,762,Yes,762,No,No
adventure_work_2019,production_productmodelproductdescriptionculture,CultureID,3,char,2.67,6,Yes,762,No,No
adventure_work_2019,production_productmodelproductdescriptionculture,ModifiedDate,4,timestamp,19.0,1,No,762,No,No
adventure_work_2019,production_productphoto,ProductPhotoID,1,int,2.72,101,Yes,101,No,No
adventure_work_2019,production_productphoto,ThumbNailPhoto,2,longblob,0.0,101,No,101,Yes,No
adventure_work_2019,production_productphoto,ThumbnailPhotoFileName,3,varchar,23.85,101,No,101,Yes,No
adventure_work_2019,production_productphoto,LargePhoto,4,longblob,0.0,101,No,101,Yes,No
adventure_work_2019,production_productphoto,LargePhotoFileName,5,varchar,23.85,101,No,101,Yes,No
adventure_work_2019,production_productphoto,ModifiedDate,6,timestamp,19.0,6,No,101,No,No
adventure_work_2019,production_productproductphoto,ProductID,1,int,2.98,504,Yes,504,No,No
adventure_work_2019,production_productproductphoto,ProductPhotoID,2,int,1.56,42,Yes,504,No,No
adventure_work_2019,production_productproductphoto,Primary,3,tinyint,1.0,1,No,504,No,No
adventure_work_2019,production_productproductphoto,ModifiedDate,4,timestamp,19.0,4,No,504,No,No
adventure_work_2019,production_productreview,ProductReviewID,1,int,1.0,4,Yes,4,No,No
adventure_work_2019,production_productreview,ProductID,2,int,3.0,3,Yes,4,No,No
adventure_work_2019,production_productreview,ReviewerName,3,varchar,7.75,4,No,4,No,No
adventure_work_2019,production_productreview,ReviewDate,4,timestamp,19.0,3,No,4,No,No
adventure_work_2019,production_productreview,EmailAddress,5,varchar,24.25,4,No,4,No,No
adventure_work_2019,production_productreview,Rating,6,int,1.0,3,No,4,No,No
adventure_work_2019,production_productreview,Comments,7,varchar,1230.25,4,No,4,Yes,No
adventure_work_2019,production_productreview,ModifiedDate,8,timestamp,19.0,3,No,4,No,No
adventure_work_2019,production_productsubcategory,ProductSubcategoryID,1,int,1.76,37,Yes,37,No,No
adventure_work_2019,production_productsubcategory,ProductCategoryID,2,int,1.0,4,Yes,37,No,No
adventure_work_2019,production_productsubcategory,Name,3,varchar,8.89,37,No,37,No,No
adventure_work_2019,production_productsubcategory,rowguid,4,varchar,36.0,37,Yes,37,No,No
adventure_work_2019,production_productsubcategory,ModifiedDate,5,timestamp,19.0,1,No,37,No,No
adventure_work_2019,production_scrapreason,ScrapReasonID,1,smallint,1.44,16,Yes,16,No,No
adventure_work_2019,production_scrapreason,Name,2,varchar,21.31,16,No,16,No,No
adventure_work_2019,production_scrapreason,ModifiedDate,3,timestamp,19.0,1,No,16,No,No
adventure_work_2019,production_transactionhistory,TransactionID,1,int,6.0,113443,Yes,113443,No,No
adventure_work_2019,production_transactionhistory,ProductID,2,int,2.99,441,Yes,113443,No,No
adventure_work_2019,production_transactionhistory,ReferenceOrderID,3,int,4.92,37118,Yes,113443,No,No
adventure_work_2019,production_transactionhistory,ReferenceOrderLineID,4,int,1.14,72,Yes,113443,No,No
adventure_work_2019,production_transactionhistory,TransactionDate,5,timestamp,19.0,365,No,113443,No,No
adventure_work_2019,production_transactionhistory,TransactionType,6,char,1.0,3,No,113443,No,No
adventure_work_2019,production_transactionhistory,Quantity,7,int,1.18,455,No,113443,No,No
adventure_work_2019,production_transactionhistory,ActualCost,8,decimal,6.83,252,No,113443,No,No
adventure_work_2019,production_transactionhistory,ModifiedDate,9,timestamp,19.0,365,No,113443,No,No
adventure_work_2019,production_transactionhistoryarchive,TransactionID,1,int,4.88,89253,Yes,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,ProductID,2,int,2.98,497,Yes,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,ReferenceOrderID,3,int,4.85,51380,Yes,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,ReferenceOrderLineID,4,int,1.24,73,Yes,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,TransactionDate,5,timestamp,19.0,794,No,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,TransactionType,6,char,1.0,3,No,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,Quantity,7,int,1.17,640,No,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,ActualCost,8,decimal,6.97,293,No,89253,No,No
adventure_work_2019,production_transactionhistoryarchive,ModifiedDate,9,timestamp,19.0,794,No,89253,No,No
adventure_work_2019,production_unitmeasure,UnitMeasureCode,1,char,2.29,38,No,38,No,No
adventure_work_2019,production_unitmeasure,Name,2,varchar,8.47,38,No,38,No,No
adventure_work_2019,production_unitmeasure,ModifiedDate,3,timestamp,19.0,1,No,38,No,No
adventure_work_2019,production_workorder,WorkOrderID,1,int,4.85,72591,Yes,72591,No,No
adventure_work_2019,production_workorder,ProductID,2,int,2.97,238,Yes,72591,No,No
adventure_work_2019,production_workorder,OrderQty,3,int,1.34,903,No,72591,No,No
adventure_work_2019,production_workorder,StockedQty,4,int,1.34,1013,No,72591,No,No
adventure_work_2019,production_workorder,ScrappedQty,5,smallint,1.0,87,No,72591,No,No
adventure_work_2019,production_workorder,StartDate,6,datetime,26.0,1093,No,72591,No,No
adventure_work_2019,production_workorder,EndDate,7,datetime,26.0,1098,No,72591,Yes,No
adventure_work_2019,production_workorder,DueDate,8,datetime,26.0,1093,No,72591,No,No
adventure_work_2019,production_workorder,ScrapReasonID,9,smallint,1.47,16,Yes,72591,Yes,No
adventure_work_2019,production_workorder,ModifiedDate,10,timestamp,19.0,1098,No,72591,No,No
adventure_work_2019,production_workorderrouting,WorkOrderID,1,int,4.88,42625,Yes,67131,No,No
adventure_work_2019,production_workorderrouting,ProductID,2,int,3.0,149,Yes,67131,No,No
adventure_work_2019,production_workorderrouting,OperationSequence,3,smallint,1.0,7,No,67131,No,No
adventure_work_2019,production_workorderrouting,LocationID,4,smallint,2.0,7,Yes,67131,No,No
adventure_work_2019,production_workorderrouting,ScheduledStartDate,5,datetime,26.0,1093,No,67131,No,No
adventure_work_2019,production_workorderrouting,ScheduledEndDate,6,datetime,26.0,1093,No,67131,No,No
adventure_work_2019,production_workorderrouting,ActualStartDate,7,datetime,26.0,671,No,67131,Yes,No
adventure_work_2019,production_workorderrouting,ActualEndDate,8,datetime,26.0,714,No,67131,Yes,No
adventure_work_2019,production_workorderrouting,ActualResourceHrs,9,decimal,6.0,6,No,67131,Yes,No
adventure_work_2019,production_workorderrouting,PlannedCost,10,decimal,7.0,7,No,67131,No,No
adventure_work_2019,production_workorderrouting,ActualCost,11,decimal,7.0,7,No,67131,Yes,No
adventure_work_2019,production_workorderrouting,ModifiedDate,12,timestamp,19.0,714,No,67131,No,No
adventure_work_2019,purchasing_productvendor,ProductID,1,int,2.99,265,Yes,460,No,No
adventure_work_2019,purchasing_productvendor,BusinessEntityID,2,int,4.0,86,Yes,460,No,No
adventure_work_2019,purchasing_productvendor,AverageLeadTime,3,int,2.0,13,No,460,No,No
adventure_work_2019,purchasing_productvendor,StandardPrice,4,decimal,6.9,175,No,460,No,No
adventure_work_2019,purchasing_productvendor,LastReceiptCost,5,decimal,6.9,175,No,460,Yes,No
adventure_work_2019,purchasing_productvendor,LastReceiptDate,6,datetime,26.0,43,No,460,Yes,No
adventure_work_2019,purchasing_productvendor,MinOrderQty,7,int,1.73,11,No,460,No,No
adventure_work_2019,purchasing_productvendor,MaxOrderQty,8,int,2.08,16,No,460,No,No
adventure_work_2019,purchasing_productvendor,OnOrderQty,9,int,2.26,26,No,460,Yes,No
adventure_work_2019,purchasing_productvendor,UnitMeasureCode,10,char,2.57,7,No,460,No,No
adventure_work_2019,purchasing_productvendor,ModifiedDate,11,timestamp,19.0,30,No,460,No,No
