,Unnamed: 0,Table_A,Column_A,Table_B,Column_B,label,result
115,115,production_productinventory,LocationID,production_location,LocationID,1,1
116,116,production_productsubcategory,ProductSubcategoryID,sales_personcreditcard,CreditCardID,0,0
117,117,person_businessentityaddress,AddressTypeID,person_addresstype,AddressTypeID,1,1
118,118,production_productcosthistory,ProductID,production_product,ProductID,1,1
119,119,production_billofmaterials,UnitMeasureCode,production_unitmeasure,UnitMeasureCode,1,0
120,120,humanresources_employeedepartmenthistory,BusinessEntityID,humanresources_employee,BusinessEntityID,1,1
121,121,humanresources_jobcandidate,BusinessEntityID,humanresources_employee,BusinessEntityID,1,1
122,122,sales_store,SalesPersonID,sales_salesperson,BusinessEntityID,1,1
123,123,sales_specialofferproduct,SpecialOfferID,sales_specialoffer,SpecialOfferID,1,1
124,124,humanresources_jobcandidate,BusinessEntityID,purchasing_purchaseorderdetail,PurchaseOrderDetailID,0,0
125,125,production_productinventory,ProductID,production_product,ProductID,1,1
126,126,sales_salesorderheader,CurrencyRateID,sales_currencyrate,CurrencyRateID,1,1
127,127,person_addresstype,AddressTypeID,production_productsubcategory,ProductSubcategoryID,0,0
128,128,production_workorderrouting,ProductID,person_address,AddressID,0,0
129,129,production_document,Owner,person_address,AddressID,0,0
130,130,production_document,Owner,humanresources_employee,BusinessEntityID,1,0
131,131,humanresources_employeedepartmenthistory,BusinessEntityID,person_businessentityaddress,AddressID,0,0
132,132,production_productmodelillustration,ProductModelID,person_personphone,BusinessEntityID,0,0
133,133,production_productsubcategory,ProductCategoryID,purchasing_purchaseorderheader,PurchaseOrderID,0,0
134,134,sales_salesperson,BusinessEntityID,humanresources_employee,BusinessEntityID,1,1
135,135,production_product,WeightUnitMeasureCode,production_unitmeasure,UnitMeasureCode,1,1
136,136,production_productmodelillustration,ProductModelID,production_productmodel,ProductModelID,1,1
137,137,sales_shoppingcartitem,Quantity,person_businessentity,BusinessEntityID,0,0
138,138,purchasing_productvendor,MinOrderQty,production_workorder,WorkOrderID,0,0
139,139,humanresources_employee,BusinessEntityID,person_person,BusinessEntityID,1,1
140,140,production_product,ProductSubcategoryID,production_productsubcategory,ProductSubcategoryID,1,1
141,141,humanresources_employee,BusinessEntityID,sales_customer,CustomerID,0,0
142,142,purchasing_productvendor,AverageLeadTime,sales_salesorderdetail,SalesOrderDetailID,0,0
143,143,production_productmodelillustration,ProductModelID,humanresources_employee,BusinessEntityID,0,0
144,144,production_productsubcategory,ProductSubcategoryID,sales_customer,CustomerID,0,0
145,145,person_address,StateProvinceID,person_stateprovince,StateProvinceID,1,1
146,146,sales_salesorderheader,CustomerID,sales_customer,CustomerID,1,1
147,147,production_billofmaterials,BillOfMaterialsID,purchasing_purchaseorderheader,PurchaseOrderID,0,0
148,148,production_productmodelillustration,IllustrationID,production_illustration,IllustrationID,1,1
149,149,production_productphoto,ProductPhotoID,person_emailaddress,BusinessEntityID,0,0
150,150,person_stateprovince,CountryRegionCode,person_countryregion,CountryRegionCode,1,1
151,151,sales_salesorderheadersalesreason,SalesOrderID,sales_salesorderheader,SalesOrderID,1,1
152,152,person_personphone,BusinessEntityID,person_person,BusinessEntityID,1,1
153,153,purchasing_purchaseorderheader,ShipMethodID,purchasing_shipmethod,ShipMethodID,1,1
154,154,person_person,BusinessEntityID,person_businessentity,BusinessEntityID,1,1
155,155,production_product,ProductID,production_productproductphoto,ProductID,0,1
156,156,sales_salesperson,TerritoryID,person_contacttype,ContactTypeID,0,0
157,157,purchasing_productvendor,BusinessEntityID,purchasing_vendor,BusinessEntityID,1,0
158,158,person_businessentity,BusinessEntityID,production_transactionhistoryarchive,TransactionID,0,0
159,159,person_personphone,PhoneNumberTypeID,sales_salesorderdetail,SalesOrderDetailID,0,0
160,160,production_productsubcategory,ProductCategoryID,production_productcategory,ProductCategoryID,1,1
161,161,sales_salestaxrate,StateProvinceID,person_stateprovince,StateProvinceID,1,1
162,162,sales_salesterritoryhistory,BusinessEntityID,person_emailaddress,BusinessEntityID,0,0
163,163,production_productphoto,ProductPhotoID,production_workorder,WorkOrderID,0,0
164,164,person_emailaddress,BusinessEntityID,sales_salesorderdetail,SalesOrderDetailID,0,0
165,165,purchasing_productvendor,MinOrderQty,production_transactionhistoryarchive,TransactionID,0,0
166,166,person_phonenumbertype,PhoneNumberTypeID,purchasing_purchaseorderdetail,PurchaseOrderDetailID,0,0
167,167,production_product,ProductSubcategoryID,sales_creditcard,CreditCardID,0,0
168,168,person_password,BusinessEntityID,person_person,BusinessEntityID,1,1
169,169,sales_salesorderheadersalesreason,SalesReasonID,sales_salesreason,SalesReasonID,1,1
170,170,sales_customer,StoreID,sales_creditcard,CreditCardID,0,0
171,171,production_transactionhistory,ProductID,production_workorder,WorkOrderID,0,0
172,172,production_productproductphoto,ProductPhotoID,production_productphoto,ProductPhotoID,1,1
173,173,sales_salesorderheader,TerritoryID,sales_salesterritory,TerritoryID,1,1
174,174,purchasing_purchaseorderheader,ShipMethodID,sales_salestaxrate,SalesTaxRateID,0,0
175,175,production_workorderrouting,WorkOrderID,production_workorder,WorkOrderID,1,1
176,176,person_address,StateProvinceID,sales_salesorderdetail,SalesOrderDetailID,0,0
177,177,production_productmodel,ProductModelID,sales_personcreditcard,CreditCardID,0,0
