database,table,column,position,data_type,avg_length,cardinality,is_id/key_suffix,table_rows,is_nullable,is_all_null
WideWorldImporters,Colors,ColorID,1,int,1.0,36,Yes,36,No,No
WideWorldImporters,Colors,ColorName,2,nvarchar,6.0,36,No,36,No,No
WideWorldImporters,Colors,LastEditedBy,3,int,1.0,2,No,36,No,No
WideWorldImporters,Colors,ValidFrom,4,datetime2,27.0,2,No,36,No,No
WideWorldImporters,Colors,ValidTo,5,datetime2,27.0,1,No,36,No,No
WideWorldImporters,Colors_Archive,ColorID,1,int,2.0,1,Yes,1,No,No
WideWorldImporters,Colors_Archive,ColorName,2,nvarchar,4.0,1,No,1,No,No
WideWorldImporters,Colors_Archive,LastEditedBy,3,int,1.0,1,No,1,No,No
WideWorldImporters,Colors_Archive,ValidFrom,4,datetime2,27.0,1,No,1,No,No
WideWorldImporters,Colors_Archive,ValidTo,5,datetime2,27.0,1,No,1,No,No
WideWorldImporters,Countries,CountryID,1,int,2.0,190,Yes,190,No,No
WideWorldImporters,Countries,CountryName,2,nvarchar,8.0,190,No,190,No,No
WideWorldImporters,Countries,FormalName,3,nvarchar,20.0,190,No,190,No,No
WideWorldImporters,Countries,IsoAlpha3Code,4,nvarchar,3.0,190,No,190,Yes,No
WideWorldImporters,Countries,IsoNumericCode,5,int,2.0,190,No,190,Yes,No
WideWorldImporters,Countries,CountryType,6,nvarchar,15.0,1,No,190,Yes,No
WideWorldImporters,Countries,LatestRecordedPopulation,7,bigint,7.0,190,No,190,Yes,No
WideWorldImporters,Countries,Continent,8,nvarchar,7.0,7,No,190,No,No
WideWorldImporters,Countries,Region,9,nvarchar,5.0,5,No,190,No,No
WideWorldImporters,Countries,Subregion,10,nvarchar,13.0,22,No,190,No,No
WideWorldImporters,Countries,Border,11,geography,0.0,0,No,190,Yes,No
WideWorldImporters,Countries,LastEditedBy,12,int,1.0,4,No,190,No,No
WideWorldImporters,Countries,ValidFrom,13,datetime2,27.0,5,No,190,No,No
WideWorldImporters,Countries,ValidTo,14,datetime2,27.0,1,No,190,No,No
WideWorldImporters,Countries_Archive,CountryID,1,int,2.0,36,Yes,37,No,No
WideWorldImporters,Countries_Archive,CountryName,2,nvarchar,7.0,36,No,37,No,No
WideWorldImporters,Countries_Archive,FormalName,3,nvarchar,19.0,36,No,37,No,No
WideWorldImporters,Countries_Archive,IsoAlpha3Code,4,nvarchar,3.0,36,No,37,Yes,No
WideWorldImporters,Countries_Archive,IsoNumericCode,5,int,2.0,36,No,37,Yes,No
WideWorldImporters,Countries_Archive,CountryType,6,nvarchar,15.0,1,No,37,Yes,No
WideWorldImporters,Countries_Archive,LatestRecordedPopulation,7,bigint,7.0,37,No,37,Yes,No
WideWorldImporters,Countries_Archive,Continent,8,nvarchar,6.0,6,No,37,No,No
WideWorldImporters,Countries_Archive,Region,9,nvarchar,6.0,5,No,37,No,No
WideWorldImporters,Countries_Archive,Subregion,10,nvarchar,14.0,19,No,37,No,No
WideWorldImporters,Countries_Archive,Border,11,geography,0.0,0,No,37,Yes,No
WideWorldImporters,Countries_Archive,LastEditedBy,12,int,1.0,2,No,37,No,No
WideWorldImporters,Countries_Archive,ValidFrom,13,datetime2,27.0,2,No,37,No,No
WideWorldImporters,Countries_Archive,ValidTo,14,datetime2,27.0,4,No,37,No,No
WideWorldImporters,CustomerCategories,CustomerCategoryID,1,int,1.0,8,Yes,8,No,No
WideWorldImporters,CustomerCategories,CustomerCategoryName,2,nvarchar,10.0,8,No,8,No,No
WideWorldImporters,CustomerCategories,LastEditedBy,3,int,1.0,2,No,8,No,No
WideWorldImporters,CustomerCategories,ValidFrom,4,datetime2,27.0,2,No,8,No,No
WideWorldImporters,CustomerCategories,ValidTo,5,datetime2,27.0,1,No,8,No,No
WideWorldImporters,CustomerCategories_Archive,CustomerCategoryID,1,int,1.0,1,Yes,1,No,No
WideWorldImporters,CustomerCategories_Archive,CustomerCategoryName,2,nvarchar,8.0,1,No,1,No,No
WideWorldImporters,CustomerCategories_Archive,LastEditedBy,3,int,1.0,1,No,1,No,No
WideWorldImporters,CustomerCategories_Archive,ValidFrom,4,datetime2,27.0,1,No,1,No,No
WideWorldImporters,CustomerCategories_Archive,ValidTo,5,datetime2,27.0,1,No,1,No,No
WideWorldImporters,Customers,CustomerID,1,int,2.0,663,Yes,663,No,No
WideWorldImporters,Customers,CustomerName,2,nvarchar,22.0,663,No,663,No,No
WideWorldImporters,Customers,BillToCustomerID,3,int,2.0,263,Yes,663,No,No
WideWorldImporters,Customers,CustomerCategoryID,4,int,1.0,5,Yes,663,No,No
WideWorldImporters,Customers,BuyingGroupID,5,int,1.0,2,Yes,663,Yes,No
WideWorldImporters,Customers,PrimaryContactPersonID,6,int,4.0,663,Yes,663,No,No
WideWorldImporters,Customers,AlternateContactPersonID,7,int,4.0,402,Yes,663,Yes,No
WideWorldImporters,Customers,DeliveryMethodID,8,int,1.0,1,Yes,663,No,No
WideWorldImporters,Customers,DeliveryCityID,9,int,4.0,655,Yes,663,No,No
WideWorldImporters,Customers,PostalCityID,10,int,4.0,655,Yes,663,No,No
WideWorldImporters,Customers,CreditLimit,11,decimal,7.0,56,No,663,Yes,No
WideWorldImporters,Customers,AccountOpenedDate,12,date,10.0,62,No,663,No,No
WideWorldImporters,Customers,StandardDiscountPercentage,13,decimal,5.0,1,No,663,No,No
WideWorldImporters,Customers,IsStatementSent,14,bit,1.0,1,No,663,No,No
WideWorldImporters,Customers,IsOnCreditHold,15,bit,1.0,1,No,663,No,No
WideWorldImporters,Customers,PaymentDays,16,int,1.0,1,No,663,No,No
WideWorldImporters,Customers,PhoneNumber,17,nvarchar,14.0,49,No,663,No,No
WideWorldImporters,Customers,FaxNumber,18,nvarchar,14.0,49,No,663,No,No
WideWorldImporters,Customers,DeliveryRun,19,nvarchar,0.0,1,No,663,Yes,No
WideWorldImporters,Customers,RunPosition,20,nvarchar,0.0,1,No,663,Yes,No
WideWorldImporters,Customers,WebsiteURL,21,nvarchar,35.0,603,No,663,No,No
WideWorldImporters,Customers,DeliveryAddressLine1,22,nvarchar,7.0,363,No,663,No,No
WideWorldImporters,Customers,DeliveryAddressLine2,23,nvarchar,18.0,663,No,663,Yes,No
WideWorldImporters,Customers,DeliveryPostalCode,24,nvarchar,5.0,453,No,663,No,No
WideWorldImporters,Customers,DeliveryLocation,25,geography,0.0,0,No,663,Yes,No
WideWorldImporters,Customers,PostalAddressLine1,26,nvarchar,10.0,644,No,663,No,No
WideWorldImporters,Customers,PostalAddressLine2,27,nvarchar,11.0,452,No,663,Yes,No
WideWorldImporters,Customers,PostalPostalCode,28,nvarchar,5.0,453,No,663,No,No
WideWorldImporters,Customers,LastEditedBy,29,int,1.0,4,No,663,No,No
WideWorldImporters,Customers,ValidFrom,30,datetime2,27.0,58,No,663,No,No
WideWorldImporters,Customers,ValidTo,31,datetime2,27.0,1,No,663,No,No
WideWorldImporters,Customers_Archive,CustomerID,1,int,3.0,46,Yes,51,No,No
WideWorldImporters,Customers_Archive,CustomerName,2,nvarchar,13.0,46,No,51,No,No
WideWorldImporters,Customers_Archive,BillToCustomerID,3,int,3.0,46,Yes,51,No,No
WideWorldImporters,Customers_Archive,CustomerCategoryID,4,int,1.0,5,Yes,51,No,No
WideWorldImporters,Customers_Archive,BuyingGroupID,5,int,0.0,0,Yes,51,Yes,Yes
WideWorldImporters,Customers_Archive,PrimaryContactPersonID,6,int,4.0,46,Yes,51,No,No
WideWorldImporters,Customers_Archive,AlternateContactPersonID,7,int,0.0,0,Yes,51,Yes,Yes
WideWorldImporters,Customers_Archive,DeliveryMethodID,8,int,1.0,1,Yes,51,No,No
WideWorldImporters,Customers_Archive,DeliveryCityID,9,int,4.0,46,Yes,51,No,No
WideWorldImporters,Customers_Archive,PostalCityID,10,int,4.0,46,Yes,51,No,No
WideWorldImporters,Customers_Archive,CreditLimit,11,decimal,7.0,27,No,51,Yes,No
WideWorldImporters,Customers_Archive,AccountOpenedDate,12,date,10.0,8,No,51,No,No
WideWorldImporters,Customers_Archive,StandardDiscountPercentage,13,decimal,5.0,1,No,51,No,No
WideWorldImporters,Customers_Archive,IsStatementSent,14,bit,1.0,1,No,51,No,No
WideWorldImporters,Customers_Archive,IsOnCreditHold,15,bit,1.0,1,No,51,No,No
WideWorldImporters,Customers_Archive,PaymentDays,16,int,1.0,1,No,51,No,No
WideWorldImporters,Customers_Archive,PhoneNumber,17,nvarchar,14.0,30,No,51,No,No
WideWorldImporters,Customers_Archive,FaxNumber,18,nvarchar,14.0,30,No,51,No,No
WideWorldImporters,Customers_Archive,DeliveryRun,19,nvarchar,0.0,1,No,51,Yes,No
WideWorldImporters,Customers_Archive,RunPosition,20,nvarchar,0.0,1,No,51,Yes,No
WideWorldImporters,Customers_Archive,WebsiteURL,21,nvarchar,36.0,40,No,51,No,No
WideWorldImporters,Customers_Archive,DeliveryAddressLine1,22,nvarchar,7.0,38,No,51,No,No
WideWorldImporters,Customers_Archive,DeliveryAddressLine2,23,nvarchar,18.0,46,No,51,Yes,No
WideWorldImporters,Customers_Archive,DeliveryPostalCode,24,nvarchar,5.0,45,No,51,No,No
WideWorldImporters,Customers_Archive,DeliveryLocation,25,geography,0.0,0,No,51,Yes,No
WideWorldImporters,Customers_Archive,PostalAddressLine1,26,nvarchar,10.0,46,No,51,No,No
WideWorldImporters,Customers_Archive,PostalAddressLine2,27,nvarchar,11.0,46,No,51,Yes,No
WideWorldImporters,Customers_Archive,PostalPostalCode,28,nvarchar,5.0,45,No,51,No,No
WideWorldImporters,Customers_Archive,LastEditedBy,29,int,1.0,3,No,51,No,No
WideWorldImporters,Customers_Archive,ValidFrom,30,datetime2,27.0,10,No,51,No,No
WideWorldImporters,Customers_Archive,ValidTo,31,datetime2,27.0,3,No,51,No,No
WideWorldImporters,CustomerTransactions,CustomerTransactionID,1,int,5.0,97147,Yes,97147,No,No
WideWorldImporters,CustomerTransactions,CustomerID,2,int,2.0,263,Yes,97147,No,No
WideWorldImporters,CustomerTransactions,TransactionTypeID,3,int,1.0,2,Yes,97147,No,No
WideWorldImporters,CustomerTransactions,InvoiceID,4,int,4.0,70510,Yes,97147,Yes,No
WideWorldImporters,CustomerTransactions,PaymentMethodID,5,int,1.0,1,Yes,97147,Yes,No
WideWorldImporters,CustomerTransactions,TransactionDate,6,date,10.0,1247,No,97147,No,No
WideWorldImporters,CustomerTransactions,AmountExcludingTax,7,decimal,5.0,22803,No,97147,No,No
WideWorldImporters,CustomerTransactions,TaxAmount,8,decimal,5.0,22770,No,97147,No,No
WideWorldImporters,CustomerTransactions,TransactionAmount,9,decimal,7.0,37695,No,97147,No,No
WideWorldImporters,CustomerTransactions,OutstandingBalance,10,decimal,4.0,84,No,97147,No,No
WideWorldImporters,CustomerTransactions,FinalizationDate,11,date,10.0,1068,No,97147,Yes,No
WideWorldImporters,CustomerTransactions,IsFinalized,12,bit,1.0,2,No,97147,Yes,No
WideWorldImporters,CustomerTransactions,LastEditedBy,13,int,1.0,19,No,97147,No,No
WideWorldImporters,CustomerTransactions,LastEditedWhen,14,datetime2,27.0,1069,No,97147,No,No
WideWorldImporters,DeliveryMethods,DeliveryMethodID,1,int,1.0,10,Yes,10,No,No
WideWorldImporters,DeliveryMethods,DeliveryMethodName,2,nvarchar,14.0,10,No,10,No,No
WideWorldImporters,DeliveryMethods,LastEditedBy,3,int,1.0,2,No,10,No,No
WideWorldImporters,DeliveryMethods,ValidFrom,4,datetime2,27.0,2,No,10,No,No
WideWorldImporters,DeliveryMethods,ValidTo,5,datetime2,27.0,1,No,10,No,No
WideWorldImporters,DeliveryMethods_Archive,DeliveryMethodID,1,int,1.0,1,Yes,1,No,No
WideWorldImporters,DeliveryMethods_Archive,DeliveryMethodName,2,nvarchar,16.0,1,No,1,No,No
WideWorldImporters,DeliveryMethods_Archive,LastEditedBy,3,int,1.0,1,No,1,No,No
WideWorldImporters,DeliveryMethods_Archive,ValidFrom,4,datetime2,27.0,1,No,1,No,No
WideWorldImporters,DeliveryMethods_Archive,ValidTo,5,datetime2,27.0,1,No,1,No,No
WideWorldImporters,InvoiceLines,InvoiceLineID,1,int,5.0,228265,Yes,228265,No,No
WideWorldImporters,InvoiceLines,InvoiceID,2,int,4.0,70510,Yes,228265,No,No
WideWorldImporters,InvoiceLines,StockItemID,3,int,2.0,227,Yes,228265,No,No
WideWorldImporters,InvoiceLines,Description,4,nvarchar,41.0,227,No,228265,No,No
WideWorldImporters,InvoiceLines,PackageTypeID,5,int,1.0,4,Yes,228265,No,No
WideWorldImporters,InvoiceLines,Quantity,6,int,1.0,61,No,228265,No,No
WideWorldImporters,InvoiceLines,UnitPrice,7,decimal,4.0,62,No,228265,Yes,No
WideWorldImporters,InvoiceLines,TaxRate,8,decimal,6.0,2,No,228265,No,No
WideWorldImporters,InvoiceLines,TaxAmount,9,decimal,5.0,493,No,228265,No,No
WideWorldImporters,InvoiceLines,LineProfit,10,decimal,5.0,570,No,228265,No,No
WideWorldImporters,InvoiceLines,ExtendedPrice,11,decimal,6.0,497,No,228265,No,No
WideWorldImporters,InvoiceLines,LastEditedBy,12,int,1.0,19,No,228265,No,No
WideWorldImporters,InvoiceLines,LastEditedWhen,13,datetime2,27.0,1069,No,228265,No,No
WideWorldImporters,Invoices,InvoiceID,1,int,4.0,70510,Yes,70510,No,No
WideWorldImporters,Invoices,CustomerID,2,int,2.0,663,Yes,70510,No,No
WideWorldImporters,Invoices,BillToCustomerID,3,int,2.0,263,Yes,70510,No,No
WideWorldImporters,Invoices,OrderID,4,int,4.0,70510,Yes,70510,Yes,No
WideWorldImporters,Invoices,DeliveryMethodID,5,int,1.0,1,Yes,70510,No,No
WideWorldImporters,Invoices,ContactPersonID,6,int,4.0,663,Yes,70510,No,No
WideWorldImporters,Invoices,AccountsPersonID,7,int,4.0,263,Yes,70510,No,No
WideWorldImporters,Invoices,SalespersonPersonID,8,int,1.0,10,Yes,70510,No,No
WideWorldImporters,Invoices,PackedByPersonID,9,int,1.0,19,Yes,70510,No,No
WideWorldImporters,Invoices,InvoiceDate,10,date,10.0,1069,No,70510,No,No
WideWorldImporters,Invoices,CustomerPurchaseOrderNumber,11,nvarchar,5.0,9984,No,70510,Yes,No
WideWorldImporters,Invoices,IsCreditNote,12,bit,1.0,1,No,70510,No,No
WideWorldImporters,Invoices,CreditNoteReason,13,nvarchar,0.0,0,No,70510,Yes,Yes
WideWorldImporters,Invoices,Comments,14,nvarchar,0.0,0,No,70510,Yes,Yes
WideWorldImporters,Invoices,DeliveryInstructions,15,nvarchar,27.0,663,No,70510,Yes,No
WideWorldImporters,Invoices,InternalComments,16,nvarchar,0.0,0,No,70510,Yes,Yes
WideWorldImporters,Invoices,TotalDryItems,17,int,1.0,6,No,70510,No,No
WideWorldImporters,Invoices,TotalChillerItems,18,int,1.0,4,No,70510,No,No
WideWorldImporters,Invoices,DeliveryRun,19,nvarchar,0.0,1,No,70510,Yes,No
WideWorldImporters,Invoices,RunPosition,20,nvarchar,0.0,1,No,70510,Yes,No
WideWorldImporters,Invoices,ReturnedDeliveryData,21,nvarchar,345.0,70510,No,70510,Yes,No
WideWorldImporters,Invoices,ConfirmedDeliveryTime,22,datetime2,27.0,70426,No,70510,Yes,No
WideWorldImporters,Invoices,ConfirmedReceivedBy,23,nvarchar,13.0,663,No,70510,Yes,No
WideWorldImporters,Invoices,LastEditedBy,24,int,1.0,19,No,70510,No,No
WideWorldImporters,Invoices,LastEditedWhen,25,datetime2,27.0,1069,No,70510,No,No
WideWorldImporters,OrderLines,OrderLineID,1,int,5.0,231412,Yes,231412,No,No
WideWorldImporters,OrderLines,OrderID,2,int,4.0,73595,Yes,231412,No,No
WideWorldImporters,OrderLines,StockItemID,3,int,2.0,227,Yes,231412,No,No
WideWorldImporters,OrderLines,Description,4,nvarchar,41.0,227,No,231412,No,No
WideWorldImporters,OrderLines,PackageTypeID,5,int,1.0,4,Yes,231412,No,No
WideWorldImporters,OrderLines,Quantity,6,int,1.0,61,No,231412,No,No
WideWorldImporters,OrderLines,UnitPrice,7,decimal,4.0,62,No,231412,Yes,No
WideWorldImporters,OrderLines,TaxRate,8,decimal,6.0,2,No,231412,No,No
WideWorldImporters,OrderLines,PickedQuantity,9,int,1.0,62,No,231412,No,No
WideWorldImporters,OrderLines,PickingCompletedWhen,10,datetime2,27.0,1069,No,231412,Yes,No
WideWorldImporters,OrderLines,LastEditedBy,11,int,1.0,20,No,231412,No,No
WideWorldImporters,OrderLines,LastEditedWhen,12,datetime2,27.0,1970,No,231412,No,No
WideWorldImporters,Orders,OrderID,1,int,4.0,73595,Yes,73595,No,No
WideWorldImporters,Orders,CustomerID,2,int,2.0,663,Yes,73595,No,No
WideWorldImporters,Orders,SalespersonPersonID,3,int,1.0,10,Yes,73595,No,No
WideWorldImporters,Orders,PickedByPersonID,4,int,1.0,19,Yes,73595,Yes,No
WideWorldImporters,Orders,ContactPersonID,5,int,4.0,663,Yes,73595,No,No
WideWorldImporters,Orders,BackorderOrderID,6,int,4.0,7538,Yes,73595,Yes,No
WideWorldImporters,Orders,OrderDate,7,date,10.0,1069,No,73595,No,No
WideWorldImporters,Orders,ExpectedDeliveryDate,8,date,10.0,891,No,73595,No,No
WideWorldImporters,Orders,CustomerPurchaseOrderNumber,9,nvarchar,5.0,9984,No,73595,Yes,No
WideWorldImporters,Orders,IsUndersupplyBackordered,10,bit,1.0,1,No,73595,No,No
WideWorldImporters,Orders,Comments,11,nvarchar,0.0,0,No,73595,Yes,Yes
WideWorldImporters,Orders,DeliveryInstructions,12,nvarchar,0.0,0,No,73595,Yes,Yes
WideWorldImporters,Orders,InternalComments,13,nvarchar,0.0,0,No,73595,Yes,Yes
WideWorldImporters,Orders,PickingCompletedWhen,14,datetime2,27.0,2124,No,73595,Yes,No
WideWorldImporters,Orders,LastEditedBy,15,int,1.0,20,No,73595,No,No
WideWorldImporters,Orders,LastEditedWhen,16,datetime2,27.0,2129,No,73595,No,No
WideWorldImporters,PackageTypes,PackageTypeID,1,int,1.0,14,Yes,14,No,No
WideWorldImporters,PackageTypes,PackageTypeName,2,nvarchar,4.0,14,No,14,No,No
WideWorldImporters,PackageTypes,LastEditedBy,3,int,1.0,1,No,14,No,No
WideWorldImporters,PackageTypes,ValidFrom,4,datetime2,27.0,1,No,14,No,No
WideWorldImporters,PackageTypes,ValidTo,5,datetime2,27.0,1,No,14,No,No
WideWorldImporters,PackageTypes_Archive,PackageTypeID,1,int,0.0,0,Yes,0,No,No
WideWorldImporters,PackageTypes_Archive,PackageTypeName,2,nvarchar,0.0,0,No,0,No,No
WideWorldImporters,PackageTypes_Archive,LastEditedBy,3,int,0.0,0,No,0,No,No
WideWorldImporters,PackageTypes_Archive,ValidFrom,4,datetime2,0.0,0,No,0,No,No
WideWorldImporters,PackageTypes_Archive,ValidTo,5,datetime2,0.0,0,No,0,No,No
WideWorldImporters,PaymentMethods,PaymentMethodID,1,int,1.0,4,Yes,4,No,No
WideWorldImporters,PaymentMethods,PaymentMethodName,2,nvarchar,5.0,4,No,4,No,No
WideWorldImporters,PaymentMethods,LastEditedBy,3,int,1.0,2,No,4,No,No
WideWorldImporters,PaymentMethods,ValidFrom,4,datetime2,27.0,2,No,4,No,No
WideWorldImporters,PaymentMethods,ValidTo,5,datetime2,27.0,1,No,4,No,No
WideWorldImporters,PaymentMethods_Archive,PaymentMethodID,1,int,1.0,1,Yes,1,No,No
WideWorldImporters,PaymentMethods_Archive,PaymentMethodName,2,nvarchar,11.0,1,No,1,No,No
WideWorldImporters,PaymentMethods_Archive,LastEditedBy,3,int,1.0,1,No,1,No,No
WideWorldImporters,PaymentMethods_Archive,ValidFrom,4,datetime2,27.0,1,No,1,No,No
WideWorldImporters,PaymentMethods_Archive,ValidTo,5,datetime2,27.0,1,No,1,No,No
WideWorldImporters,People,PersonID,1,int,3.0,1111,Yes,1111,No,No
WideWorldImporters,People,FullName,2,nvarchar,13.0,1111,No,1111,No,No
WideWorldImporters,People,PreferredName,3,nvarchar,6.0,880,No,1111,No,No
WideWorldImporters,People,SearchName,4,nvarchar,20.0,1111,No,1111,No,No
WideWorldImporters,People,IsPermittedToLogon,5,bit,1.0,2,No,1111,No,No
WideWorldImporters,People,LogonName,6,nvarchar,10.0,156,No,1111,Yes,No
WideWorldImporters,People,IsExternalLogonProvider,7,bit,1.0,1,No,1111,No,No
WideWorldImporters,People,HashedPassword,8,varbinary,16.0,157,No,1111,Yes,No
WideWorldImporters,People,IsSystemUser,9,bit,1.0,2,No,1111,No,No
WideWorldImporters,People,IsEmployee,10,bit,1.0,2,No,1111,No,No
WideWorldImporters,People,IsSalesperson,11,bit,1.0,2,No,1111,No,No
WideWorldImporters,People,UserPreferences,12,nvarchar,142.0,59,No,1111,Yes,No
WideWorldImporters,People,PhoneNumber,13,nvarchar,14.0,71,No,1111,Yes,No
WideWorldImporters,People,FaxNumber,14,nvarchar,14.0,61,No,1111,Yes,No
WideWorldImporters,People,EmailAddress,15,nvarchar,21.0,1029,No,1111,Yes,No
WideWorldImporters,People,Photo,16,varbinary,0.0,0,No,1111,Yes,Yes
WideWorldImporters,People,CustomFields,17,nvarchar,126.0,19,No,1111,Yes,No
WideWorldImporters,People,OtherLanguages,18,nvarchar,17.0,17,No,1111,Yes,No
WideWorldImporters,People,LastEditedBy,19,int,1.0,1,No,1111,No,No
WideWorldImporters,People,ValidFrom,20,datetime2,27.0,58,No,1111,No,No
WideWorldImporters,People,ValidTo,21,datetime2,27.0,1,No,1111,No,No
WideWorldImporters,People_Archive,PersonID,1,int,3.0,182,Yes,961,No,No
WideWorldImporters,People_Archive,FullName,2,nvarchar,13.0,182,No,961,No,No
WideWorldImporters,People_Archive,PreferredName,3,nvarchar,5.0,171,No,961,No,No
WideWorldImporters,People_Archive,SearchName,4,nvarchar,20.0,182,No,961,No,No
WideWorldImporters,People_Archive,IsPermittedToLogon,5,bit,1.0,2,No,961,No,No
WideWorldImporters,People_Archive,LogonName,6,nvarchar,20.0,156,No,961,Yes,No
WideWorldImporters,People_Archive,IsExternalLogonProvider,7,bit,1.0,1,No,961,No,No
WideWorldImporters,People_Archive,HashedPassword,8,varbinary,16.0,174,No,961,Yes,No
WideWorldImporters,People_Archive,IsSystemUser,9,bit,1.0,2,No,961,No,No
WideWorldImporters,People_Archive,IsEmployee,10,bit,1.0,2,No,961,No,No
WideWorldImporters,People_Archive,IsSalesperson,11,bit,1.0,2,No,961,No,No
WideWorldImporters,People_Archive,UserPreferences,12,nvarchar,127.0,1,No,961,Yes,No
WideWorldImporters,People_Archive,PhoneNumber,13,nvarchar,14.0,65,No,961,Yes,No
WideWorldImporters,People_Archive,FaxNumber,14,nvarchar,14.0,55,No,961,Yes,No
WideWorldImporters,People_Archive,EmailAddress,15,nvarchar,22.0,179,No,961,Yes,No
WideWorldImporters,People_Archive,Photo,16,varbinary,0.0,0,No,961,Yes,Yes
WideWorldImporters,People_Archive,CustomFields,17,nvarchar,126.0,19,No,961,Yes,No
WideWorldImporters,People_Archive,OtherLanguages,18,nvarchar,17.0,17,No,961,Yes,No
WideWorldImporters,People_Archive,LastEditedBy,19,int,1.0,1,No,961,No,No
WideWorldImporters,People_Archive,ValidFrom,20,datetime2,27.0,620,No,961,No,No
WideWorldImporters,People_Archive,ValidTo,21,datetime2,27.0,615,No,961,No,No
WideWorldImporters,PurchaseOrderLines,PurchaseOrderLineID,1,int,3.0,8367,Yes,8367,No,No
WideWorldImporters,PurchaseOrderLines,PurchaseOrderID,2,int,3.0,2074,Yes,8367,No,No
WideWorldImporters,PurchaseOrderLines,StockItemID,3,int,2.0,227,Yes,8367,No,No
WideWorldImporters,PurchaseOrderLines,OrderedOuters,4,int,3.0,2933,No,8367,No,No
WideWorldImporters,PurchaseOrderLines,Description,5,nvarchar,42.0,227,No,8367,No,No
WideWorldImporters,PurchaseOrderLines,ReceivedOuters,6,int,3.0,2930,No,8367,No,No
WideWorldImporters,PurchaseOrderLines,PackageTypeID,7,int,1.0,3,Yes,8367,No,No
