,Unnamed: 0,Table_A,Column_A,Table_B,Column_B,label,result
326,326,recording_alias_type,id,label_alias_type,id,0,0
327,327,editor_collection_work,collection,editor_collection,id,1,1
328,328,instrument_type,id,country_area,area,0,0
329,329,l_place_url,entity0,place,id,1,1
330,330,instrument_annotation,annotation,annotation,id,1,1
331,331,l_recording_series,entity0_credit,release_group_primary_type,description,0,0
332,332,series,type,series_type,id,1,1
333,333,l_artist_place,link,link,id,1,1
334,334,l_label_place,entity0,label,id,1,1
335,335,artist_type,id,genre_alias,id,0,0
336,336,l_artist_work,entity1,work,id,1,1
337,337,series_ordering_type,id,series_type,id,0,0
338,338,edit_artist,edit,edit,id,1,1
339,339,l_series_series,entity0,series,id,1,1
340,340,label_tag,label,label,id,1,1
341,341,release_group_primary_type,child_order,genre_alias,id,0,0
342,342,series_tag_raw,series,series,id,1,1
343,343,l_place_series,entity1_credit,series_alias_type,name,0,0
344,344,l_area_release,entity1_credit,alternative_release_type,name,0,0
345,345,area_tag,area,area,id,1,1
346,346,l_event_release_group,entity1,release_group,id,1,1
347,347,release_group_alias_type,id,language,id,0,0
348,348,release,release_group,release_group,id,1,1
349,349,l_place_release,entity1,release,id,1,1
350,350,l_artist_artist,entity1,artist,id,1,1
351,351,l_recording_recording,entity1_credit,series_type,description,0,0
352,352,place_rating_raw,place,place,id,1,1
353,353,artist_tag,artist,artist,id,1,1
354,354,editor_collection_series,series,series,id,1,1
355,355,label_type,id,instrument,id,0,0
356,356,l_event_label,entity0,event,id,1,1
357,357,iso_3166_3,area,work_attribute_type_allowed_value,id,0,0
358,358,edit_artist,artist,artist,id,1,1
359,359,l_area_url,entity1_credit,release_alias_type,name,0,0
360,360,l_series_series,entity1,series,id,1,1
361,361,work_language,work,work,id,1,1
362,362,l_event_release,entity0,event,id,1,1
363,363,l_area_release,entity1_credit,release_group_primary_type,description,0,0
364,364,l_area_url,entity0,area,id,1,1
365,365,l_artist_release,link,link,id,1,1
366,366,label_alias_type,id,area_type,child_order,0,0
367,367,instrument_alias_type,id,work_type,id,0,0
368,368,l_release_release,entity1,release,id,1,1
369,369,editor_collection_type,child_order,release_packaging,id,0,0
370,370,instrument_tag,count,l_artist_recording,id,0,0
371,371,l_area_area,entity1_credit,release_group_primary_type,description,0,0
372,372,l_event_url,entity0,event,id,1,1
373,373,l_artist_label,link,link,id,1,1
374,374,l_event_series,link,link,id,1,1
375,375,l_place_url,edits_pending,series_ordering_type,child_order,0,0
376,376,l_area_series,entity0_credit,instrument_alias_type,name,0,0
377,377,editor_collection_work,comment,genre_alias_type,name,0,0
378,378,l_event_recording,entity1_credit,work_alias_type,name,0,0
379,379,event_type,child_order,area_type,child_order,0,0
380,380,l_area_release,link,link,id,1,1
381,381,work_type,child_order,label_type,id,0,0
382,382,place_rating_raw,editor,editor,id,1,1
383,383,artist_alias_type,id,l_label_work,id,0,0
384,384,editor_collection_label,comment,genre_alias_type,name,0,0
385,385,event_rating_raw,editor,editor,id,1,1
386,386,edit_release_group,edit,edit,id,1,1
387,387,link_attribute,link,link,id,1,1
388,388,genre_alias_type,id,release_status,child_order,0,0
389,389,l_recording_series,entity0_credit,series_type,description,0,0
390,390,l_release_group_url,link,link,id,1,1
391,391,l_area_area,entity0_credit,work_alias_type,name,0,0
392,392,alternative_release_type,id,release_status,child_order,0,0
393,393,l_area_area,entity1,area,id,1,1
394,394,work_attribute_type_allowed_value,description,instrument_alias_type,name,0,0
395,395,label_tag_raw,editor,editor,id,1,1
396,396,editor_subscribe_artist,last_edit_sent,edit,id,1,1
397,397,l_release_group_release_group,link,link,id,1,1
398,398,l_area_recording,entity1_credit,release_group_secondary_type,description,0,0
399,399,l_series_url,entity0,series,id,1,1
400,400,l_area_area,link,link,id,1,1
401,401,editor_collection,type,area_alias,id,0,0
402,402,l_release_group_series,link,link,id,1,1
403,403,event_alias,event,event,id,1,1
404,404,release_alias_type,id,l_label_work,id,0,0
405,405,l_event_work,entity0,event,id,1,1
406,406,l_label_work,entity0,label,id,1,0
407,407,l_url_work,entity1,work,id,1,1
408,408,l_event_place,entity0,event,id,1,1
409,409,editor_collection_area,comment,instrument_alias_type,name,0,0
410,410,l_place_series,entity0_credit,series_alias_type,name,0,0
411,411,l_release_group_url,entity1_credit,place_alias_type,name,0,0
412,412,label_annotation,label,label,id,1,1
413,413,l_series_work,entity0_credit,alternative_release_type,name,0,0
414,414,l_event_recording,link_order,series_ordering_type,child_order,0,0
415,415,editor_collection_recording,recording,recording_meta,id,0,1
416,416,release_group_secondary_type_join,secondary_type,release_group_secondary_type,id,1,1
417,417,l_recording_recording,entity0_credit,event_type,description,0,0
418,418,medium_format,id,genre_alias,id,0,0
419,419,l_artist_url,entity1_credit,series_alias_type,name,0,0
420,420,l_url_work,entity1_credit,place_alias_type,name,0,0
421,421,l_event_event,entity1_credit,release_group_secondary_type,description,0,0
422,422,artist_alias_type,id,genre_alias,id,0,0
423,423,l_release_group_series,entity0_credit,url,url,0,0
424,424,l_label_recording,entity1_credit,release_group_primary_type,description,0,0
425,425,l_release_release,entity0,release,id,1,1
426,426,l_series_series,entity0_credit,series_ordering_type,description,0,0
427,427,event_tag,tag,tag,id,1,1
428,428,work_type,child_order,release_status,id,0,0
429,429,l_release_series,entity0,release,id,1,1
430,430,l_area_recording,link,link,id,1,1
431,431,l_release_group_series,entity0,release_group,id,1,1
432,432,editor_collection_area,comment,series_alias_type,name,0,0
433,433,l_work_work,entity0_credit,instrument_alias_type,name,0,0
434,434,l_release_group_series,entity0_credit,label_alias_type,name,0,0
435,435,l_area_url,entity0_credit,url,url,0,0
436,436,l_release_release,entity0_credit,release_group_primary_type,description,0,0
437,437,l_area_instrument,entity0,area,id,1,1
438,438,editor_collection_type,child_order,area,id,0,0
439,439,l_area_area,entity0_credit,release_status,description,0,0
440,440,l_label_label,link,link,id,1,1
441,441,l_series_url,entity0_credit,series_ordering_type,description,0,0
442,442,place_alias_type,id,work_alias_type,id,0,0
443,443,release_group_annotation,annotation,annotation,id,1,1
444,444,work_alias_type,id,series_ordering_type,id,0,0
445,445,l_recording_url,entity0_credit,series_ordering_type,description,0,0
446,446,work_annotation,work,work_meta,id,0,0
447,447,l_event_event,entity0,event,id,1,1
448,448,event_gid_redirect,new_id,event,id,1,1
449,449,link_attribute_text_value,attribute_type,language,id,0,0
450,450,l_area_recording,entity1_credit,work_alias_type,name,0,0
451,451,place_tag_raw,editor,editor,id,1,1
452,452,edit_recording,edit,edit,id,1,1
453,453,l_series_work,entity0,series,id,1,1
454,454,editor_collection_type,child_order,l_artist_recording,id,0,0
455,455,l_recording_url,entity1_credit,url,url,0,0
456,456,l_series_work,link,link,id,1,1
457,457,l_area_series,entity1_credit,series_alias_type,name,0,0
458,458,l_artist_url,entity1_credit,release_group_secondary_type,description,0,0
459,459,place_alias_type,id,genre_alias_type,id,0,0
460,460,l_artist_work,entity1_credit,release_group_primary_type,description,0,0
461,461,l_area_work,entity0,area,id,1,1
462,462,event_type,id,l_artist_work,id,0,0
463,463,l_event_event,entity1,event,id,1,1
464,464,l_event_work,entity1_credit,genre_alias_type,name,0,0
465,465,area_gid_redirect,new_id,area,id,1,1
466,466,l_area_genre,entity0,area,id,1,1
467,467,series_tag,series,series,id,1,1
468,468,instrument_alias_type,id,release_packaging,id,0,0
469,469,l_event_release,entity1_credit,event_alias_type,name,0,0
470,470,work_type,id,language,id,0,0
471,471,url_gid_redirect,new_id,url,id,1,1
472,472,l_recording_series,link,link,id,1,1
473,473,series_alias_type,id,release_group_secondary_type,id,0,0
474,474,l_area_series,entity1_credit,series_ordering_type,description,0,0
475,475,l_event_work,entity0_credit,genre_alias_type,name,0,0
476,476,l_series_series,link,link,id,1,1
477,477,l_release_series,entity0_credit,release_group_primary_type,description,0,0
478,478,l_artist_recording,link,link,id,1,1
479,479,l_event_label,entity1_credit,place_alias_type,name,0,0
480,480,instrument_tag,count,series_alias_type,id,0,0
481,481,editor_collection_label,label,label,id,1,1
482,482,l_artist_recording,entity1_credit,url,url,0,0
483,483,l_series_series,link,l_work_work,id,0,0
484,484,place_alias_type,id,area,id,0,0
485,485,series_alias_type,id,area_alias,id,0,0
486,486,l_recording_url,entity1,url,id,1,0
487,487,l_area_genre,id,language,id,0,0
488,488,gender,child_order,area_type,child_order,0,0
489,489,release_group_primary_type,child_order,instrument,id,0,0
490,490,event_annotation,event,event,id,1,1
491,491,event_meta,id,event,id,1,1
492,492,l_event_event,entity1_credit,artist_alias_type,name,0,0
493,493,editor_collection_series,comment,work_type,description,0,0
494,494,instrument_type,id,area_type,id,0,0
495,495,instrument_annotation,instrument,instrument,id,1,1
496,496,recording_tag,tag,tag,id,1,1
497,497,artist_tag,tag,tag,id,1,1
498,498,instrument_alias_type,id,release_group_secondary_type,id,0,0
499,499,l_event_work,entity1,work,id,1,1
500,500,l_series_work,entity1_credit,recording_alias_type,name,0,0
501,501,editor_collection_release_group,comment,place_alias_type,name,0,0
502,502,editor_collection_type,child_order,gender,id,0,0
503,503,script,id,language,id,0,0
504,504,l_artist_recording,entity0,artist_meta,id,0,0
505,505,l_area_area,entity0_credit,release_group_alias_type,name,0,0
506,506,editor_subscribe_label,last_edit_sent,edit,id,1,0
507,507,l_release_url,entity1_credit,work_alias_type,name,0,0
508,508,edit_release,edit,edit,id,1,1
509,509,l_label_url,entity1_credit,event_type,description,0,0
510,510,editor_subscribe_series,last_edit_sent,edit,id,1,0
511,511,editor_collection_label,collection,editor_collection,id,1,1
512,512,artist_rating_raw,artist,artist,id,1,1
513,513,editor_collection_type,child_order,place_alias_type,id,0,0
514,514,l_area_work,entity1,work,id,1,1
515,515,work_type,child_order,l_artist_work,id,0,0
516,516,work_attribute_type_allowed_value,work_attribute_type,work_attribute_type,id,1,1
517,517,artist_tag_raw,tag,tag,id,1,1
518,518,artist_annotation,artist,artist,id,1,1
519,519,editor_collection_release_group,position,series_ordering_type,child_order,0,0
520,520,work_tag_raw,work,work,id,1,1
521,521,editor_collection_release,release,release,id,1,1
522,522,release_group_rating_raw,editor,editor,id,1,1
523,523,l_area_series,entity1_credit,event_type,description,0,0
524,524,medium_index,medium,medium,id,1,1
525,525,l_work_work,entity1_credit,url,url,0,0
526,526,l_series_series,entity1_credit,genre_alias_type,name,0,0
527,527,l_release_url,entity1,url,id,1,0
528,528,l_recording_release,entity1_credit,release_status,description,0,0
529,529,l_event_label,entity0_credit,instrument_alias_type,name,0,0
530,530,editor_collection_type,child_order,release_group_primary_type,child_order,0,0
531,531,editor_collection_release,collection,editor_collection,id,1,1
532,532,l_label_recording,entity1_credit,artist_alias_type,name,0,0
533,533,l_label_place,entity0_credit,area_type,description,0,0
534,534,l_event_release,entity0_credit,place_alias_type,name,0,0
535,535,release_group_alias_type,id,l_label_work,id,0,0
536,536,l_work_work,entity1_credit,artist_alias_type,name,0,0
537,537,editor_collection_type,child_order,link_attribute_type,id,0,0
538,538,recording_alias_type,id,release_packaging,id,0,0
539,539,release_group_secondary_type_join,release_group,release_group,id,1,1
540,540,l_release_release,entity0_credit,release_status,description,0,0
541,541,release_status,id,language,id,0,0
542,542,l_label_url,link,link,id,1,1
543,543,work_tag,work,work,id,1,1
544,544,area_alias_type,id,event_type,id,0,0
545,545,l_event_release_group,entity1_credit,release_alias_type,name,0,0
546,546,area_annotation,annotation,annotation,id,1,1
547,547,l_area_url,entity1_credit,series_alias_type,name,0,0
548,548,artist_credit_name,artist,artist,id,1,1
